screen_name,status_text,status_created_at
NickHopeTV,Ladies &amp; gents - your mention TeamGB PyeongChang Olympic snowboard slopestyle squad <e2><80><9c>Rad<e2><80><9d> <e2><80><9c>awesome<e2><80><9d> <e2><80><9c>fun<e2><80><9d> and <e2><80><9c>Like<e2><80><a6> https.co/R2KYF77h3l,Wed Feb 07 07:19:10 +0000 2018
StashaMimosas, mention GetKype I bought that exact pair!,Wed Feb 07 07:17:24 +0000 2018
Tatjana21,The Olympic ice rink. My second day at the rink . mention Gangneung Ice Arena https.co/tLzLMjKtwD,Wed Feb 07 07:17:24 +0000 2018
LynnRutherford,Savchenko and Masso changed the ending pose (lift) of their free skate yet again. Today's run-through had strong si<e2><80><a6> https.co/tuubxvyL,Wed Feb 07 07:16:54 +0000 2018
doshea213," mention skatefan78 Hahaha not a problem!! it did take me a second to get there, so we decided to capitalize on my stupidity... <f0><9f><a4><aa>",Wed Feb 07 07:15:44 +0000 2018
McCormicksnow,"It would<e2><80><99>ve be rad to have qualified my own spot for Pyeongchang 2018, but I<e2><80><99>m still pretty<e2><80><a6> https.co/RgX9vLpokk",Wed Feb 07 07:13:12 +0000 2018
KHOLMESlive,First live shot from the #WinterOlympics! #PyeongChang2018 https.co/qbGQL1xJfc,Wed Feb 07 07:11:35 +0000 2018
ABauer_ATR,In other news #PyeongChang2018 has put out an advisory with the weather report for Friday<e2><80><99>s opening ceremony. Tempe<e2><80><a6> https.co/Za04FcvvEi,Wed Feb 07 07:08:52 +0000 2018
Olympics,"When my team wins an Olympic medal, I...",Wed Feb 07 07:08:19 +0000 2018
sungheehwang,"Meanwhile, police turned into a human divider to split up the media competing for better spots minutes before the N<e2><80><a6> https.co/yoILJw6oKM",Wed Feb 07 07:07:18 +0000 2018
mirrorlakeinn,. mention 201yeongChang also includes other homegrown talent from the mention LakePlacidADK area such as mention TeamUSA's Tim Burke (h<e2><80><a6> https.co/151OyLZ9iW,Wed Feb 07 07:07:14 +0000 2018
AnastatiaR,It's fun to find #hearts in things uneectedly! I picked up the snowball and there ot was!<e2><80><a6> https.co/KOkPEt0fxo,Wed Feb 07 07:03:14 +0000 2018
doshea213," mention skatefan78 Yeah, I know. Lol it<e2><80><99>s a joke",Wed Feb 07 07:02:51 +0000 2018
SummerOfBrad,They do have some interesting salad dressings here. Today I tried grapefruit vinaigrette. It didn't have much flavo<e2><80><a6> https.co/QoCgfwmlQm,Wed Feb 07 07:02:20 +0000 2018
sungheehwang,Yonhap: North Korean leader Kim Jong-Un's sister Kim Yo-Jong to visit the South's Winter Games #DPRK<e2><80><a6> https.co/GCiibGEc22,Wed Feb 07 07:00:59 +0000 2018
BelembassyKOR,#TeamBelarus at the official ceremony of raising Belarusian flag in the Olympic Village at #Pyeongchang2018<e2><80><a6> https.co/pTrK3ze2RJ,Wed Feb 07 07:00:01 +0000 2018
tariqpanja, mention Anikina_ER Yes. Was at the CAS HQ,Wed Feb 07 07:00:00 +0000 2018
ongolivefiaaaa,"going to complain and switch teacher, and say i have no account background.",Wed Feb 07 06:59:32 +0000 2018
ABauer_ATR,And here it is. After weeks of speculation it appears Kim Jong-Un<e2><80><99>s sister will come to South Korea to lead the gov<e2><80><a6> https.co/GkV2oZxElr,Wed Feb 07 06:58:55 +0000 2018
ABCcameramatt,Internet speeds in #PyeongChang2018 Media Centre. mention abcnews https.co/nf95FWH9T6,Wed Feb 07 06:57:33 +0000 2018
NMoralesNBC," mention degalaxxy is a wife, Mom of 2, 5th time Olympian (4 with Team USA) now skiing for her new<e2><80><a6> https.co/Eo9H9ZTELG",Wed Feb 07 06:56:14 +0000 2018
PernillaWinberg,Thanks to everyone who is supporting me and has helped me make this possible! Amazing to share<e2><80><a6> https.co/baLi28wEg4,Wed Feb 07 06:55:49 +0000 2018
thomasvanschaik,"Brand new #Olympic #bike path surrounding Gyeongpoho Lake in Gangneung, Korea. ""Obstacles do not block the<e2><80><a6> https.co/wWQtKsDzJu",Wed Feb 07 06:52:29 +0000 2018
YoanMerlo,The master of celebrations at work mention GO_Stephano mention onfireScarlett https.co/r0kZBEX47L,Wed Feb 07 06:51:06 +0000 2018
tariqpanja,CAS Secretary General Reeb says the hearing will continue tomorrow at noon tomorrow. They hope to reach a final dec<e2><80><a6> https.co/PBY01bPa5y,Wed Feb 07 06:50:39 +0000 2018
NBC5photog,#1stLiveShot #BehindtheScenes at the #WinterOlympics mention NBCDFW https.co/md7DEH1Q7C,Wed Feb 07 06:46:02 +0000 2018
JClipperton_CP,North Korea with what has to be the biggest flag in the Olympic Village. #Pyeongchang2018 https.co/fRBXr9e4b6,Wed Feb 07 06:45:24 +0000 2018
abbyy_roseeee," mention halls wow, A+",Wed Feb 07 06:41:15 +0000 2018
alexlundholm, mention tobiastrofast Tack!!,Wed Feb 07 06:37:53 +0000 2018
markmcmorris,This was one of the scariest stunts I<e2><80><99>ve ever pulled <f0><9f><a4><a3> Also one of the the most heart warming https.co/pkJ42ySJTK,Wed Feb 07 06:37:48 +0000 2018
JoeSheffer, mention lomoon Let<e2><80><99>s here it...,Wed Feb 07 06:35:33 +0000 2018
lizclarketweet,"In #WinterOlympics figure skating team event, Nathan Chen will skate short program &amp; Adam Rippon the long, Coach R Arutyunyan just said",Wed Feb 07 06:34:13 +0000 2018
Got2DayAWGTwice,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Wed Feb 07 06:32:51 +0000 2018
RotterdaM08,"Thank you for the great event Simon, feels super good to be part of such a beautiful show. Thank you &lt https.co/QUfjgJf3rn",Wed Feb 07 06:32:28 +0000 2018
jackydoorey,"Anticipating a cold night, organizers are handing out an opening ceremony kit including blanket, poncho and hand, f<e2><80><a6> https.co/8zmTeeKx68",Wed Feb 07 06:26:53 +0000 2018
jackydoorey,There<e2><80><99>s robots guys. #PyeongChang2018 https.co/p0vBJf1apl,Wed Feb 07 06:24:31 +0000 2018
TSNScianitti,"The Earth is round, said Pythagoras and then Aristotle 2,500 years ago. Anyone who thinks otherwise is... not smart. https.co/Y6zMB5C3rP",Wed Feb 07 06:23:51 +0000 2018
Marc_Oliveras,Free skiing #jeongseonalpinecentre #jjoo2018 #alpineskiing #korea en Jeongseon https.co/SP0oFtAQCl,Wed Feb 07 06:22:15 +0000 2018
Jertiger,We made it to the #summit #pyeongchang2018 #skiracer mention PyeongChang https.co/lv7PHbRCtF,Wed Feb 07 06:21:51 +0000 2018
BeasomONE,Kendall Wesenberg US Skeleton racer who lives in Modesto CA Is getting some practice in... she<e2><80><99>s in the zone!<e2><80><a6> https.co/fwij7GP6Ay,Wed Feb 07 06:18:59 +0000 2018
YoanMerlo, mention Coolteaone How dumb are you? Shut it,Wed Feb 07 06:18:39 +0000 2018
YoanMerlo," mention feardragon64 mention onfireScarlett You are never going to stop talking about this one Ravi, are you?",Wed Feb 07 06:18:04 +0000 2018
JulienBahain,Bringing the world together Rassembler le monde ensemble #pyeongchang2018 https.co/ZVYEgYsGpu,Wed Feb 07 06:16:13 +0000 2018
KSLAndrew,"Stunning view from Alpensia Olympic Park. This venue will host ski jumping, snowboard big air, cross-country skiing<e2><80><a6> https.co/u64aT4yHT5",Wed Feb 07 06:13:37 +0000 2018
YoanMerlo,S C A R L E T T = L E G E ND #IEM,Wed Feb 07 06:12:31 +0000 2018
YoanMerlo," mention ZoeviaBlizzard You<e2><80><99>ll be missed Kiki, hope to see you around regardless",Wed Feb 07 06:10:47 +0000 2018
RotterdaM08,"Wooooooooow Congratulations mention onfireScarlett !!!! Fantastic performance, amazing. So beautiful #IEM",Wed Feb 07 06:09:57 +0000 2018
aimee_lou_lewis,There are vacuum cleaners. And then there<e2><80><99>s this. I<e2><80><99>d like to see it hoovering a staircase.<e2><80><a6> https.co/dmjz00Co,Wed Feb 07 06:05:34 +0000 2018
IrishEmbKorea,Pyeongchang City and its Olympic stadium looking well with two days to go #PyeongChang2018 mention IrishinKorea<e2><80><a6> https.co/BxcFsmYiNo,Wed Feb 07 06:02:57 +0000 2018
RotterdaM08,"Wow. What a game. What A GAME. Amazing by sos to win this , being under so much pressure. So clutch. #IEM long way to go though.",Wed Feb 07 06:01:38 +0000 2018
speed_skater,Day 6 - Easy skate non power Starts to warm the groin up for test race coming up on the 13th. #WarmUp #EasySpeed<e2><80><a6> https.co/EDoZ69uLIX,Wed Feb 07 06:00:09 +0000 2018
speed_skater, mention C_DIG Super cold outside every day but loving it!! Xo,Wed Feb 07 05:58:07 +0000 2018
mhjd_85, mention ScottHamilton84 Oh I want to read it as well!,Wed Feb 07 05:58:06 +0000 2018
speed_skater, mention AMANDAbolic Omg spider kitty.,Wed Feb 07 05:56:43 +0000 2018
BOBSLEDR,"Hey mention kcraFitz, in Sochi we had the #SochiSelfie but here in #PyeongChang2018<e2><80><94> I bring to you<e2><80><94> the first ever<e2><80><94><e2><80><a6> https.co/uYCXB2yxwn",Wed Feb 07 05:55:57 +0000 2018
ongolivefiaaaa," mention SueannPeh FUZILA IS SOOO MUCH BETTER. SHE REALLY CN JST CALL US TO DO HW WITHOUT TEACHING, SAME TOWARDS THE ONES W<e2><80><a6> https.co/8Lvh0w7pMH",Wed Feb 07 05:48:50 +0000 2018
RotterdaM08," mention nBimre I strongly disagree. This is a unique incident, it<e2><80><99>s probably the pressure of being down 0-2 and then facin<e2><80><a6> https.co/DVnZ2y9pEI",Wed Feb 07 05:48:15 +0000 2018
MyNameIsKeiry,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Wed Feb 07 05:45:33 +0000 2018
RotterdaM08, mention nBimre He build a stalker ...,Wed Feb 07 05:45:13 +0000 2018
YoanMerlo,Tfw Scarlett is up 3-0 mention FunKaStarcraft https.co/U6cNCWV7t7,Wed Feb 07 05:43:08 +0000 2018
dwickywoo,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Wed Feb 07 05:43:06 +0000 2018
ztthehottest,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Wed Feb 07 05:43:04 +0000 2018
doshea213," mention FrostyLullaby mention TarahKayne See I thought that maybe too! But no, like a jump revolution... 3 for a triple, 4 for a quad, etc",Wed Feb 07 05:42:46 +0000 2018
BradLuckNBC,Our first mention NBCConnecticut live shot with mention KevinNathanNBC from #PyeongChang2018! #winterolympics #nbcct<e2><80><a6> https.co/wsGPhZMHsa,Wed Feb 07 05:41:54 +0000 2018
RotterdaM08,Whaaaaaat shaaaay ehahhajahe whaaaaaaaaat? Stargate?!?!?!?? Build.... unit...... ?!?!??!/?/$4! Wow #IEM,Wed Feb 07 05:40:45 +0000 2018
Tim_Warwood, mention murraybuchan His darkest materials trilogy.,Wed Feb 07 05:40:13 +0000 2018
ongolivefiaaaa,"'you are the one who needs to know all these,i don't, i already know all the systems.' NIICCCEEE ANOTHER FUZILA BAG<e2><80><a6> https.co/vNGQ7eCRKU",Wed Feb 07 05:40:04 +0000 2018
doshea213,Tarah: what French Revolution? Is that like an illusion move the French team does? https.co/Ml9ffQ5irt,Wed Feb 07 05:39:13 +0000 2018
SaraAerts,First 2 runs on the olympic track ballot box with check . #bobsleigh #PyeongChang2018 #teamgranny #fueledbycheeseburgers mention Regranned fro<e2><80><a6> https.co/b1Uq2DlP8c,Wed Feb 07 05:38:37 +0000 2018
dustincook,My blood bleeds plaid. #truestory #iamcanadian #teamcanada mention PyeongChang https.co/qHyPS2Tsei,Wed Feb 07 05:37:49 +0000 2018
Anikina_ER,"Nice... maybe we don<e2><80><99>t need any procedures now? Al Sabah, Bauman- all support it! Why not to vote now? https.co/d5JbNysfzF",Wed Feb 07 05:35:17 +0000 2018
AffiliateKorea,The latest The Social Seoul Daily! https.co/ouUc8FKHbv #management #leadership,Wed Feb 07 05:32:48 +0000 2018
RotterdaM08," mention pglanville It<e2><80><99>s a studio event. Not uncommon at all, there is obviously a lot going on and with the IOC involved a<e2><80><a6> https.co/Z8mEGhfbbZ",Wed Feb 07 05:32:03 +0000 2018
Anikina_ER,Strange! Why the same panel?!? This is bad https.co/XNeMMWVZJZ,Wed Feb 07 05:28:28 +0000 2018
venusblume,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Wed Feb 07 05:27:59 +0000 2018
MaartenThysen,Stair Jumps | Muscle Tuning for mention Olympics mention pyeongchang2018 mention bartswings mention teambelgium https.co/buoJi8E4pq,Wed Feb 07 05:26:52 +0000 2018
Anikina_ER,"No one is thinking about Russian athletes-how difficult, humiliating it is for them! Shameful! https.co/gyYCCFTcMp",Wed Feb 07 05:26:47 +0000 2018
iamjoonlee,north korean coach chol ho pak has the corporate logos on his jacket covered https.co/ZYSjRGWTaF,Wed Feb 07 05:25:47 +0000 2018
Anikina_ER,Good question! No one knows! IOC doesn<e2><80><99>t elain! https.co/IxCS0t9Rys,Wed Feb 07 05:25:01 +0000 2018
Drew__Casey,"Short Track Speedskating, one of many sports you<e2><80><99>ll hear on mention westwood1sports from PyeongChang <e2><80><94> coverage is fast<e2><80><a6> https.co/ZPcNjn1W6j",Wed Feb 07 05:24:43 +0000 2018
LivingWithShawn,RT mention windyofjbj: More rare pic of kyungsoo and jongin lockscreen #TeamE #kaisoo https.co/WT2OMsgaHj,Wed Feb 07 05:24:01 +0000 2018
YoanMerlo,THE QUEEN OF BLADES!!!! #IEM mention onfireScarlett https.co/uRpnqv3Ymn,Wed Feb 07 05:23:55 +0000 2018
RotterdaM08,No longer undefeated. First maploss of the tournament #IEM,Wed Feb 07 05:22:36 +0000 2018
chrissymacCNN,CNN Promo filming In Pyeongchang! Slowly adjusting to the FIERCE cold brrrr snowflake <ef><b8><8f> snowflake <ef><b8><8f> snowflake <ef><b8><8f> mention Pyeongchang<e2><80><a6> https.co/GVtt85SJRz,Wed Feb 07 05:21:31 +0000 2018
OlympicsPFGC,"And the inaugural #PyeongChangForum is underway! The chair of the forum, mention sang_mook gets us started with his welcom<e2><80><a6> https.co/CLxTo0VBlj",Wed Feb 07 05:19:34 +0000 2018
swaindiana,My #peyongchang2018 shuttle is slightly more glamourous than my normal gotransitofficial commute<e2><80><a6> https.co/mdJb9cFo4L,Wed Feb 07 05:19:03 +0000 2018
RotterdaM08, mention liquidthermy I<e2><80><99>d love myself a uthermal sub . Heard they are quite rare,Wed Feb 07 05:18:31 +0000 2018
doshea213, mention Carmacanth14 No I just think he likes to win. Lol,Wed Feb 07 05:15:11 +0000 2018
OlympicsPFGC,"The ball room is full for Session 1: ""Future of Earth and Humans,"" featuring professors and researchers from across<e2><80><a6> https.co/674r0hGDSo",Wed Feb 07 05:13:41 +0000 2018
mikeyoungdell, mention reggiewatts And teenagers always wear graphic tees under colorful but opened button ups,Wed Feb 07 05:12:57 +0000 2018
doshea213, mention NickMcCarvel mention rockerskating mention pswylie A good looking group!,Wed Feb 07 05:12:12 +0000 2018
RotterdaM08,If you tweet the correct score of the final to me before game 1 is 10 minutes in you<e2><80><99>ll get a cheeky follow and retweet #IEM,Wed Feb 07 05:11:26 +0000 2018
CarlosGphoto,Team mention StribSports mention chipscoggins &amp; mention BlountStrib planning out our coverage for the ne few days. #Olympics2018 https.co/Eu7tHm4N9J,Wed Feb 07 05:09:34 +0000 2018
RotterdaM08," mention GGemini19 The lady on the left, she<e2><80><99>s so nice as well haha. I told her I<e2><80><99>m gonna shave of my hair after this event<e2><80><a6> https.co/WS0zIDZReE",Wed Feb 07 05:06:35 +0000 2018
RotterdaM08,"Worth mentioning, mention JinAirsOs has not dropped a single map yet. 3-0 dns, 3-0 Kelazhur, 3-0 Special. So clean. #IEM",Wed Feb 07 05:05:49 +0000 2018
RotterdaM08, mention SlinkyDrake mention JinAirsOs That would mean he didn<e2><80><99>t drop a single map in this tournament.. lt; that would be a legenda<e2><80><a6> https.co/ggT3Tk9LTx,Wed Feb 07 05:04:47 +0000 2018
sj_sportsphysio,Today<e2><80><99>s office...doesn<e2><80><99>t look like -10deg #ccs #teamireland https.co/aR62wzcZ,Wed Feb 07 05:03:27 +0000 2018
RotterdaM08,Shoutout to the make up artists from this #IEM . They<e2><80><99>re are super nice and honestly did an<e2><80><a6> https.co/g1b8Hi3LPX,Wed Feb 07 05:03:22 +0000 2018
harvsofficial,This scene from mention parksandrecnbc is how I want every medal ceremony to happen at mention pyeongchang2018 https.co/oZIS6VWPTY,Wed Feb 07 04:59:04 +0000 2018
RotterdaM08,This should be an amazing final. Let<e2><80><99>s make esport history guys! Who<e2><80><99>s gonna take it? Talk to me + score for the b<e2><80><a6> https.co/0zyqdhEgLo,Wed Feb 07 04:58:44 +0000 2018
YNGNKL,"There<e2><80><99>s literally robots everywhere, including in the fish tank. #PyeongChang2018 https.co/OAt0vS6mSx",Wed Feb 07 04:58:06 +0000 2018
skrooops28, mention portugaltheman We love your music thanks so much!!,Wed Feb 07 04:54:25 +0000 2018
Anikina_ER,Decisions will be announced today https.co/90zfbsUGHh,Wed Feb 07 04:52:41 +0000 2018
Anikina_ER,Unfortunately you are right... https.co/BbcK3Kygi5,Wed Feb 07 04:52:00 +0000 2018
OlympicsPFGC," mention anderssandberg, Senior Research Fellow at the Future of Humanity Institute at Oxford University is ready for the<e2><80><a6> https.co/UC7Fu86Kx5",Wed Feb 07 04:51:42 +0000 2018
ongolivefiaaaa,<e4><b8><8d><e5><8f><af><e4><bb><a5> omg work school dance and im only done with work but im alr sleep as hell. save. me.,Wed Feb 07 04:50:37 +0000 2018
ongolivefiaaaa, mention CkSun13 WAS IT SCARY,Wed Feb 07 04:49:36 +0000 2018
iamjoonlee, mention RedSox_Taiwan it<e2><80><99>s more mixed than overwhelmingly negative. team seems to be getting along.,Wed Feb 07 04:47:08 +0000 2018
nzolympics,Rhys Thornbury caught up with us today and talked about how he is finding the Olympic Games so far! #EarnThefern <e2><80><a6> https.co/QGxnvDy3O5,Wed Feb 07 04:45:48 +0000 2018
NateWeberActual,"Great first day of training for mention TeamUSA mention USBSF. The boys were sliding well, mention BSLEDR and mention codiebascue13 were ripp<e2><80><a6> https.co/XQPGq1phsp",Wed Feb 07 04:45:42 +0000 2018
richardpettit,Great to support such an amazing group of athletes #athlete365 #Voice https.co/nVAoo2u4gd,Wed Feb 07 04:43:15 +0000 2018
OlympicsPFGC,On our way to the Grand Ball Room for the Welcoming Session of the inaugural #PyeongChangForum! Stay tuned here for<e2><80><a6> https.co/DoHVIsRC3m,Wed Feb 07 04:42:59 +0000 2018
heymacarrena,RT mention hightaec: open for a surprise https.co/9eCKEuNTts,Wed Feb 07 04:40:14 +0000 2018
pyeongchang2018,#Soohorang is a shoe in to win gold at this years Men<e2><80><99>s 500m Cuteness race smiling face <ef><b8><8f> and now he has officially become King<e2><80><a6> https.co/9vQYACRcI0,Wed Feb 07 04:37:10 +0000 2018
MattGouldRF, mention BrettWGould I better not take it for granted. And no...I<e2><80><99>m not skiing this...but yes...my desire to ski has been rekindled.,Wed Feb 07 04:36:30 +0000 2018
Anikina_ER,CAS is protecting only legal justice. IOC and WADA must make rules to protect clean athletes -not CAS! https.co/vHix2N2ZNR,Wed Feb 07 04:36:10 +0000 2018
IBU_WC,"""Having a parent who's been an Olympian is a great advantage, because it shows it's something reachable. I remember<e2><80><a6> https.co/VsT84n76hm",Wed Feb 07 04:35:22 +0000 2018
alexa_knierim, mention MsJohnsonAT5th Thank you so much everyone!!!!,Wed Feb 07 04:33:47 +0000 2018
Anikina_ER,You are right! All procedures were done correctly. It is too late to criticize them if someone isn<e2><80><99>t happy with the<e2><80><a6> https.co/iju4h1ZZKN,Wed Feb 07 04:29:15 +0000 2018
anjunkuk," mention Pontifex Amen Amen, Those who are more familiar with digital world is young generations..and they even teach elder<e2><80><a6> https.co/MbzFdyyf",Wed Feb 07 04:29:13 +0000 2018
natspooner5,A quick team trip up to the mountain cluster! #happyheart #itscold #teamcanada mention PyeongChang https.co/BjGyWzXsMW,Wed Feb 07 04:28:33 +0000 2018
Anikina_ER,<e2><80><9c>This will make it easier in terms of both transport and accommodation<e2><80><9d> https.co/Q2L7NSGg9D,Wed Feb 07 04:27:40 +0000 2018
iamjoonlee,"as a korean-american, it is quite surreal to watch the north and south play under one flag. twelve north korean pla<e2><80><a6> https.co/U301oD9Lsh",Wed Feb 07 04:27:17 +0000 2018
AudreyNBCBoston, mention waterman1023 YES PLEASE! Let<e2><80><99>s get together when you are here! DM me! smiling face <ef><b8><8f>,Wed Feb 07 04:27:16 +0000 2018
TSNScianitti,#TeamCanada captain mention pou29 leads more by example than through words; but she chirped me after I sipped on my shaker<e2><80><a6> https.co/Q1TJ1nFHBW,Wed Feb 07 04:26:50 +0000 2018
Anikina_ER,Why should I be interested in political interests of arbitrators-if they are honest specialist in legal procedures-<e2><80><a6> https.co/CH4WnVdSf4,Wed Feb 07 04:25:33 +0000 2018
sin_dko,RT mention blazzing56: My holy trinity.. #iHeartAwards #EL #BestFanArmy mention weareoneE https.co/uo0fNYqg9U,Wed Feb 07 04:21:32 +0000 2018
modzhtt,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Wed Feb 07 04:20:16 +0000 2018
NickMcCarvel,Practice rink viewing with these boys mention rockerskating mention pswylie #WinterOlympics https.co/80B8nsas6v,Wed Feb 07 04:20:01 +0000 2018
NPRmelissablock,Check out our #Olympic preview gold medal podcast! <f0><9f><a5><87>w/ mention nprgreene mention elisewho mention TomGoldmanNPR https.co/rAazsErt13,Wed Feb 07 04:18:57 +0000 2018
MileHighRoach,"My first breakfast eerience today. Just ordered ""Breakfast"" or <ec><95><84><ec><b9><a8> <ec><8b><9d><ec><82><ac>. And here's what arrived...<e2><80><a6> https.co/I crying IEDC4A8",Wed Feb 07 04:17:57 +0000 2018
bbgirlme,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Wed Feb 07 04:16:55 +0000 2018
Kyouma2pm,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Wed Feb 07 04:15:21 +0000 2018
Anikina_ER,No Nick! Court should not investigate what Rodchenkov said-Court should only legally judge was it enough or not to<e2><80><a6> https.co/3kCJPj4NiG,Wed Feb 07 04:13:13 +0000 2018
TheToddHarris,"So my question is, do they pick you up at your palatial Mtn estate on your own personal heli-pad, which is also the<e2><80><a6> https.co/P1uNUBxsJx",Wed Feb 07 04:11:53 +0000 2018
Anikina_ER,"Agree!! Rules are wrong, methods, criteria. CAS should take decisions based on legal rules! It is crazy for CAS to<e2><80><a6> https.co/8XE49PLJYW",Wed Feb 07 04:10:48 +0000 2018
kikkanimal,So fun to be amongst fellow athletes here in #pyongchangolympics2018 . I would appreciate your vote! https.co/AbBSzR8qTL,Wed Feb 07 04:08:11 +0000 2018
hottest_dha,RT mention hightaec: Throwback to Taec and Ki Hong Lee flirting on Twitter. 2 grown men talking about going 90&amp;10 (if u don<e2><80><99>t get the referen<e2><80><a6>,Wed Feb 07 04:07:50 +0000 2018
OnePenny123,today's stats : 13 non-followers. found via https.co/e5hOiJugfy,Wed Feb 07 04:07:20 +0000 2018
TheToddHarris,True but 3x colder! https.co/SLXkbmaWFv,Wed Feb 07 04:07:08 +0000 2018
Anikina_ER,Good luck to Russian athletes. Hope CAS will demonstrate its independence no matter how hard the pressure is https.co/ADgA0eAQjs,Wed Feb 07 04:06:49 +0000 2018
archcomix,Check out the first of many GIFs (breaking down the quad cork in Big Air Snowboarding) I've put together for<e2><80><a6> https.co/s18snGFKBs,Wed Feb 07 04:06:15 +0000 2018
StashaMimosas,"EVO will still be EVO. Our favorite competitors will still be there, and I'll still be in the crowd, screaming, ch<e2><80><a6> https.co/1DCJjEpw3I",Wed Feb 07 04:04:53 +0000 2018
Anikina_ER,"Question was wrong, dangerous!Athletes should support CAS in being able to take independent decisions-this is guara<e2><80><a6> https.co/9kjghCBCNo",Wed Feb 07 04:04:18 +0000 2018
EdwinC1973, mention BrasiLuuk Categorie schitterend!,Wed Feb 07 04:03:18 +0000 2018
WPXITonyRuffolo,"#Pyeonchang2018 - 1,200 security guards quarantined ahead of Winter Olympics https.co/HmzNvWeh via mention WPXI<e2><80><a6> https.co/nIx9juvVtL",Wed Feb 07 04:03:14 +0000 2018
PaulGerke,"You're about to witness something few people ever get to see. This is a snippet of Lt. Kevin Richardson, our Americ<e2><80><a6> https.co/g0W4TaYyNj",Wed Feb 07 04:02:04 +0000 2018
leighdiffey,"Great to meet Darwin-born, Sunshine Coast-raised mention bobteamspring in #pyeonchang2018 today. He's a<e2><80><a6> https.co/R1xiqC6Glk",Wed Feb 07 04:00:46 +0000 2018
nrarmour,C<e2><80><99>mon mention Forbes. Do better. You can write about female sports fans without the gratuitous photo. https.co/y4iIazBXkL,Wed Feb 07 04:00:33 +0000 2018
Anikina_ER,This is bad. I understand that the decision in favor of Russian athletes can be hard for IOC-but if it is legally r<e2><80><a6> https.co/Hm5LGCRYlU,Wed Feb 07 03:59:45 +0000 2018
iamjoonlee,i<e2><80><99>m at the korean women<e2><80><99>s hockey practice and there are four dancer practicing gangnam style. there may not be a mo<e2><80><a6> https.co/pAW8Ay9Y8W,Wed Feb 07 03:59:42 +0000 2018
iocmedia,86 years of timekeeping history displayed at the OMEGA Olympic Games Exhibition in Seoul mention omegawatches https.co/3hSsbX8Myd,Wed Feb 07 03:57:30 +0000 2018
kristyna3,Inclusion is the very foundation of what makes the red heart <ef><b8><8f> of #TeamCanada. By hosting #PrideHouse mention Canada Olympic Hou<e2><80><a6> https.co/amgBUCc5,Wed Feb 07 03:56:54 +0000 2018
nrarmour,This has to be it. No? https.co/4T8dSjq7,Wed Feb 07 03:56:23 +0000 2018
Anikina_ER,Remember Klishina won in CAS-because IAAF made mistakes and used wrong criteria? We aren<e2><80><99>t talking about doping-CAS<e2><80><a6> https.co/9ayeX7emfk,Wed Feb 07 03:55:40 +0000 2018
nrarmour,"But, but, but! https.co/Zv4Z0RSVJm",Wed Feb 07 03:55:21 +0000 2018
mhjd_85, mention Meryl_Davis mention NBCThisisUs Best. Show. Ever. #ThisIsUs #alltheemotions,Wed Feb 07 03:54:45 +0000 2018
mhjd_85, mention rockerskating Me! Me! raised hand ,Wed Feb 07 03:54:17 +0000 2018
IvanBabikov,First race just few days away now! mention PyeongChang https.co/3jK5imnP2b,Wed Feb 07 03:52:48 +0000 2018
NBCConnecticut,. mention KevinNathanNBC is ready for his first live shot from the #WinterOlympics! Tune in at 11! #nbcct #PyeongChang2018 https.co/fEEaUl1xs2,Wed Feb 07 03:52:41 +0000 2018
Anikina_ER,If IOC or WADA makes mistakes in procedures even taking right decisions-Court should find mistakes and change decis<e2><80><a6> https.co/VwPoVEN0eY,Wed Feb 07 03:52:02 +0000 2018
mikeyoungdell, mention senorrinhatch Who<e2><80><99>s dominion energy? Why is there a new company out of nowhere?,Wed Feb 07 03:51:59 +0000 2018
nrarmour,There were many who called a Geddert out either for physical abuse or enabling Nassar. https.co/Q7iKUO0UNJ,Wed Feb 07 03:51:51 +0000 2018
nrarmour,"ICYMI It<e2><80><99>s not fame, money or medals that drive mention lindseyvonn. It<e2><80><99>s speed, just as it<e2><80><99>s always been. https.co/7GrCStLCsg",Wed Feb 07 03:49:53 +0000 2018
