screen_name,status_text,status_created_at
ehhitsainin,"You can't control your emotion, but you can control your action",Sat Feb 03 13:45:34 +0000 2018
ehhitsainin,Don't say 'maybe' if you want to say 'no',Sat Feb 03 13:44:44 +0000 2018
_ciktudungbiru,Online income: https.co/YCfRTBB4Yc,Sat Feb 03 13:43:39 +0000 2018
Life_Corea,"3rd, Feb., today, many Koreans demonstrated in many places for claiming that Step down Moon, to free Park, and Kore<e2><80><a6> https.co/vPuz0e9jeT",Sat Feb 03 13:41:55 +0000 2018
wanwiwar_jino,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:41:16 +0000 2018
StueyCope, mention clarkey2012 mention 11hollingworth mention TeamGB mention edlangford_ mention scottjfield mention jtoneysbeat mention LauraMeech Well done boi,Sat Feb 03 13:40:45 +0000 2018
Jib2daKAY,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:40:27 +0000 2018
ehhitsainin,Changing for good ain't a crime,Sat Feb 03 13:39:44 +0000 2018
AnuLVR,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:39:41 +0000 2018
ason_tran,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:39:39 +0000 2018
riskiGOTPM,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:39:26 +0000 2018
blazzing56,Baekyeon poisoned me..,Sat Feb 03 13:36:54 +0000 2018
alisonnpurple,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:34:35 +0000 2018
maremassey,I thought we had the lock on fried chicken in the South but this is ne level mention <ea><b0><95><ec><9b><90><eb><8f><84> https.co/2hxIsQyN8j,Sat Feb 03 13:33:54 +0000 2018
teenneverything,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:32:51 +0000 2018
HottestForever6,RT mention hightaec: The ministry is busy giving Ilbyeong Ok Taecyeon jobs.,Sat Feb 03 13:32:28 +0000 2018
eevening8,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:32:12 +0000 2018
JoYWoONoi,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:32:03 +0000 2018
_zaiaiw_,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:31:21 +0000 2018
igot7_hottest_,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:31:19 +0000 2018
RirinSeptiani18,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:30:54 +0000 2018
pyouru,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:30:45 +0000 2018
najwaeffendy27,RT mention hightaec: The ministry is busy giving Ilbyeong Ok Taecyeon jobs.,Sat Feb 03 13:30:16 +0000 2018
wooyoungienadya,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:30:04 +0000 2018
CaroteEeve,I just voted for You Never Walk Alone (BTS) in #SoompiAwards for ALBUM OF THE YEAR. Vote with me: https.co/CpnPnQeB56 mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:30:03 +0000 2018
najwaeffendy27,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:30:02 +0000 2018
CaroteEeve,I just voted for BTS in #SoompiAwards for ARTIST OF THE YEAR. Vote with me: https.co/eRUXcxzQF2 mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:29:15 +0000 2018
ongolivefiaaaa,why i love ye sung: he always asks if scolding members in broadcast is alright,Sat Feb 03 13:25:41 +0000 2018
t_ytytyty,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:24:57 +0000 2018
ghoniel,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:23:19 +0000 2018
pwpwwww,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:23:00 +0000 2018
hottest_dha,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:22:43 +0000 2018
bethel_bernizee,RT mention hightaec: Pacquiao receiving love in Korea more than in the Philippines. He<e2><80><99>s a walking human conflict here. Should have stayed away fr<e2><80><a6>,Sat Feb 03 13:22:00 +0000 2018
riniund,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:21:02 +0000 2018
twicepmday,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:20:00 +0000 2018
kxlun,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:19:04 +0000 2018
Gretchen791,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:18:30 +0000 2018
elle_shock,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:17:33 +0000 2018
ohhaijusttestin,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:15:51 +0000 2018
EllyOldroyd, mention jezsquires mention 5liveSport mention bbc5live She's not wrong there.....,Sat Feb 03 13:15:36 +0000 2018
CandiceTanishaB,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:13:40 +0000 2018
mrspankay,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:13:28 +0000 2018
angeliajthn,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:13:14 +0000 2018
EllyOldroyd, mention OllieW mention PamMelbourne mention BBCAnnaT mention TimPeachBBC mention robhatchtv Will hard-boil them especially!,Sat Feb 03 13:12:57 +0000 2018
shiinnaa,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:12:40 +0000 2018
HainiHidayati,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:12:34 +0000 2018
IvyWong1214,RT mention hightaec: The ministry is busy giving Ilbyeong Ok Taecyeon jobs.,Sat Feb 03 13:08:56 +0000 2018
ivaka57_,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:07:40 +0000 2018
kangjubbz,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:06:35 +0000 2018
vdnc1114,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:06:13 +0000 2018
CaroteEeve,I just voted for Hwarang OST in #SoompiAwards for BEST SOUNDTRACK. Vote with me: https.co/iQ6nYbCxjJ mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:05:23 +0000 2018
EllyOldroyd," mention timthejab mention 5liveSport mention bbc5live Arrived safely, Tim! Will be reporting just as soon as the jet lag fades..,",Sat Feb 03 13:05:01 +0000 2018
CaroteEeve,I just voted for Hwarang in #SoompiAwards for BEST ACTING ENSEMBLE. Vote with me: https.co/7Efs3zNCpZ mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:04:28 +0000 2018
drawoo_,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:04:14 +0000 2018
EllyOldroyd, mention ivansantry mention bbc5live Largely because I was on a plane to Korea! snowflake <ef><b8><8f> airplane <ef><b8><8f>,Sat Feb 03 13:04:12 +0000 2018
CaroteEeve,I just voted for V (Hwarang) in #SoompiAwards for BEST IDOL ACTOR. Vote with me: https.co/I2O3jdkU2K mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:04:10 +0000 2018
CaroteEeve,I just voted for Spring Day (BTS) in #SoompiAwards for FUSE MUSIC VIDEO OF THE YEAR. Vote with me: https.co/Np3fyHik6S mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:03:50 +0000 2018
CaroteEeve,I just voted for DNA (BTS) in #SoompiAwards for BEST CHOREOGRAPHY. Vote with me: https.co/ZgPCETAzhQ mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:03:35 +0000 2018
EllyOldroyd, mention Dorfybrown mention c2g2Clive Was delicious! Even had second helpings of kimchi...,Sat Feb 03 13:03:31 +0000 2018
CaroteEeve,I just voted for Change (RM x Wale) in #SoompiAwards for BEST COLLARATION. Vote with me: https.co/FIo0F7SdF2 mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:03:10 +0000 2018
CaroteEeve,I just voted for Mic Drop Remix (BTS x Desiigner x Steve Aoki) in #SoompiAwards for BEST COLLARATION. Vote with m<e2><80><a6> https.co/68vY0ldebX,Sat Feb 03 13:02:49 +0000 2018
m_pitsinee,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:02:48 +0000 2018
siddie_style,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:02:31 +0000 2018
Episode0624,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:02:06 +0000 2018
CaroteEeve,I just voted for BTS in #SoompiAwards for BEST MALE GROUP. Vote with me: https.co/v95bN7fgS6 mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:01:45 +0000 2018
CaroteEeve,I just voted for DNA (BTS) in #SoompiAwards for SONG OF THE YEAR. Vote with me: https.co/3N19nFBmDa mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:01:35 +0000 2018
CaroteEeve,I just voted for You Never Walk Alone (BTS) in #SoompiAwards for ALBUM OF THE YEAR. Vote with me: https.co/CpnPnQeB56 mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:01:24 +0000 2018
CaroteEeve,I just voted for BTS in #SoompiAwards for ARTIST OF THE YEAR. Vote with me: https.co/eRUXcxzQF2 mention soompi <eb><8b><98><ec><9d><b4> <ec><94><80>,Sat Feb 03 13:01:09 +0000 2018
KeithJones,"After 30 hours of traveling, our #NBC10 crew finally got to high five the #Soohorang in South<e2><80><a6> https.co/plkWx9aBrW",Sat Feb 03 13:00:58 +0000 2018
1227Shovit,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 13:00:57 +0000 2018
monkey1616small,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:59:53 +0000 2018
alyzcias,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:58:57 +0000 2018
hightaec, mention siddie_style The universe has its ears,Sat Feb 03 12:58:28 +0000 2018
metyyanty,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:58:21 +0000 2018
sagi_tarius26,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:58:13 +0000 2018
givwooclass,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:57:40 +0000 2018
vrbllk,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:57:25 +0000 2018
0518yes,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:57:24 +0000 2018
katintuynui,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:56:53 +0000 2018
hightaec, mention siddie_style I miss seeing Taec focus fancams too,Sat Feb 03 12:56:22 +0000 2018
ongolivefiaaaa,why teammates arent like classmates haih,Sat Feb 03 12:55:39 +0000 2018
OujiGaiden,RT mention hightaec: The ministry is busy giving Ilbyeong Ok Taecyeon jobs.,Sat Feb 03 12:55:35 +0000 2018
OujiGaiden,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:55:26 +0000 2018
ErKyn_PM,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:55:12 +0000 2018
pseudosoprano,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:55:04 +0000 2018
6Etsuko,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:54:54 +0000 2018
lhunlhinink,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:53:15 +0000 2018
siddie_style,RT mention hightaec: The ministry is busy giving Ilbyeong Ok Taecyeon jobs.,Sat Feb 03 12:53:02 +0000 2018
nungstoon,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:52:52 +0000 2018
ongolivefiaaaa,5 hours break but i refuse to help so bye,Sat Feb 03 12:52:36 +0000 2018
IvyWong1214,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:52:25 +0000 2018
nutch6,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:52:06 +0000 2018
624AoiiKhun,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:51:57 +0000 2018
BBCAnnaT,Looking forward to seeing you Ollie! https.co/0suCbeUd,Sat Feb 03 12:51:29 +0000 2018
hightaec,The ministry is busy giving Ilbyeong Ok Taecyeon jobs.,Sat Feb 03 12:51:27 +0000 2018
ElmasgirlUzo,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:51:26 +0000 2018
Linnaleeobob,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:50:47 +0000 2018
0430WY_0901JK,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:50:27 +0000 2018
dwickywoo,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:50:18 +0000 2018
2pmstrash,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:49:50 +0000 2018
immtycool,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:49:28 +0000 2018
glwooing,RT mention hightaec: So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and will be per<e2><80><a6>,Sat Feb 03 12:49:15 +0000 2018
NickHopeTV,Looks like not everyone here is happy about the 2018 Winter Olympics coming to PyeongChang. Appears as though Ski<e2><80><a6> https.co/QUh52JoitE,Sat Feb 03 12:48:33 +0000 2018
hightaec,So Taecyeon is joining 2PM on the 19th for the Pyeongchang headliner show. He<e2><80><99>ll be in Gangneung on Feb 14-15 and w<e2><80><a6> https.co/LOslA1mstI,Sat Feb 03 12:45:40 +0000 2018
ehhitsainin,#np #FTISLAND After Love,Sat Feb 03 12:42:02 +0000 2018
ongolivefiaaaa,mofo reply the message la,Sat Feb 03 12:41:35 +0000 2018
hottest_dha,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 12:39:36 +0000 2018
ehhitsainin,#np #FTISLAND Love sick,Sat Feb 03 12:39:14 +0000 2018
ehhitsainin,Idk anymore,Sat Feb 03 12:36:54 +0000 2018
GadiNBC,So close!! And so cold!!! https.co/TtIbMb5vZU,Sat Feb 03 12:36:54 +0000 2018
jennmkd,All the way up arrow <ef><b8><8f> mention PyeongChang https.co/i6o33cw6oe,Sat Feb 03 12:34:34 +0000 2018
stevenlukenbc, mention BradLuckNBC Woohoo,Sat Feb 03 12:32:53 +0000 2018
sesami_sabure,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 12:31:25 +0000 2018
KHOLMESlive,Weird to see friends covering the Super Bowl in colder weather than the Winter Olympics. The SB belongs in warm weather IMO.,Sat Feb 03 12:29:45 +0000 2018
AaronNolanNews, mention andrewmarden mention PatWalkerWX It will blow your mind,Sat Feb 03 12:27:10 +0000 2018
Camyay13,RT mention hightaec: People are forgetting that Taec is a legit business man with a degree in Business Administration. He has legit business partn<e2><80><a6>,Sat Feb 03 12:24:09 +0000 2018
luexxsoo,RT mention hightaec: People are forgetting that Taec is a legit business man with a degree in Business Administration. He has legit business partn<e2><80><a6>,Sat Feb 03 12:14:06 +0000 2018
reliable_galina,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 12:10:21 +0000 2018
OujiGaiden,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 12:10:01 +0000 2018
tcdonovan,#olympics #pyeongchang Welcome to the International Broadcast Center ... everything everybody<e2><80><a6> https.co/DyLXwQaKJ5,Sat Feb 03 11:59:48 +0000 2018
fatinnashuhaa,"RT mention filyanaaaaaaa: you<e2><80><99>re big girl already, please dont cry ((comforting myself))",Sat Feb 03 11:59:24 +0000 2018
filyanaaaaaaa,"you<e2><80><99>re big girl already, please dont cry ((comforting myself))",Sat Feb 03 11:56:16 +0000 2018
Life_Corea,China Communism Party's Secret for supplying the new type missile and military aids. https.co/IU6aC4J,Sat Feb 03 11:55:33 +0000 2018
Life_Corea,"Many Koreans are claiming today at the many place in Seoul and other place for shouting ""Moon Steps Down"" Relay per<e2><80><a6> https.co/tNPv46gqsd",Sat Feb 03 11:53:28 +0000 2018
sarahrich77,"I swear to God, mention serenawilliams<e2><80><99> daughter is the most adorable child ever! https.co/71dyClOmJf",Sat Feb 03 11:52:43 +0000 2018
ezzrl,fairy tail is better https.co/V8SbfaWLT3,Sat Feb 03 11:47:07 +0000 2018
Life_Corea,Crazy guy. https.co/nne1Mlobqk,Sat Feb 03 11:39:48 +0000 2018
mcwindy,"Free skiing with the lads today, tomorrow there going to show me how to <e2><80><9c>shred it<e2><80><9d> in the<e2><80><a6> https.co/yf06jnt71U",Sat Feb 03 11:32:37 +0000 2018
percyjooosh,Happy Kid https.co/be2DnHYVQM,Sat Feb 03 11:31:27 +0000 2018
blazzing56,My head filled with baekhyun's new hair cut... I can't believe the stylist did that to my baby...,Sat Feb 03 11:29:12 +0000 2018
angeliajthn,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 11:28:41 +0000 2018
danylemay_, mention MichelDumont57 - This one's for you https.co/jP6oSMJIz0,Sat Feb 03 11:27:16 +0000 2018
2pm_26,RT mention hightaec: People are forgetting that Taec is a legit business man with a degree in Business Administration. He has legit business partn<e2><80><a6>,Sat Feb 03 11:16:44 +0000 2018
DocBurnz, mention erincargile mention jackdoles mention andrewmarden mention AaronNolanNews mention WFLAAnnie mention LexGrayWAVY Welcome! Let me know where you<e2><80><99>re at<e2><80><a6> https.co/hkOydn5eXG,Sat Feb 03 11:15:51 +0000 2018
percyjooosh,Just posted a photo mention Hoengseong https.co/wWqhilPZE6,Sat Feb 03 11:14:45 +0000 2018
EllyOldroyd,"Going the full Korean on the first night in PyeongChang. mention Gangwon-do, South Korea https.co/pnFlszGCIo",Sat Feb 03 11:09:13 +0000 2018
Life_Corea,Show Show Show. Moon's cheapy will be coming soon! https.co/6Efd5R2nTr,Sat Feb 03 10:56:33 +0000 2018
AyuIlliani,RT mention hightaec: People are forgetting that Taec is a legit business man with a degree in Business Administration. He has legit business partn<e2><80><a6>,Sat Feb 03 10:55:58 +0000 2018
valien_25,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 10:54:44 +0000 2018
Life_Corea,The men who enlisted the ticket for North Korean Show may be the pro-North. The pro-North will coming out like this<e2><80><a6> https.co/eofl5mD0zA,Sat Feb 03 10:53:06 +0000 2018
tiktaec16729,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 10:46:40 +0000 2018
defstrawberry,RT mention hightaec: People are forgetting that Taec is a legit business man with a degree in Business Administration. He has legit business partn<e2><80><a6>,Sat Feb 03 10:44:46 +0000 2018
catyeons,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 10:41:21 +0000 2018
RotterdaM08," mention exe_cuter08 I took good care of my esl chair, still in younis place I really like this one though but I guess t<e2><80><a6> https.co/wdVVpFYOtI",Sat Feb 03 10:40:48 +0000 2018
Annguyen2011,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 10:39:59 +0000 2018
Life_Corea,Is there any president who met the defectors like Mr. Trump? I can't recollect the Korean president? From the const<e2><80><a6> https.co/8zcxMghz5g,Sat Feb 03 10:31:51 +0000 2018
pragmataec,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 10:31:38 +0000 2018
Life_Corea,Mr Trump met the North Korea defectors. https.co/PQH0JtRPll,Sat Feb 03 10:27:12 +0000 2018
dljunho,RT mention hightaec: I remember reading a FA about Taec when he was still training. OP said that Platoon leader Taec puts berets on his unit mates<e2><80><a6>,Sat Feb 03 10:25:07 +0000 2018
Life_Corea,"Today many Koreans demonstrated for claiming Anti-North, Anti-China and Pro-US movement. https.co/Woq0ZxkD1M",Sat Feb 03 10:21:52 +0000 2018
